DateOfIssuance,PointofOrigin,CountryCodeOfIssue,CouponNumber] ,CurrentCouponStatus,BookingClass,SoldBookingClass,SoldOperatingCabinClass,TripOD,OnlineOD,Sector,DepartureDate,DaysBeforeMonthEnd,OperatingCarrierCode,OperatingFlightNumber,DepartureDateTime,ArrivalDateTime,OperatingCabinClass,TripOD_DepartureDate,TripOD_Path,TripOD_Coupons,TripOD_FlightSequence,TripOD_CouponStatus,TripOD_OperatingCabinClass,TripOD_BookingClass,OnlineOD_DepartureDate,OnlineOD_Path,OnlineOD_Coupons,OnlineOD_FlightSequence,OnlineOD_CouponStatus,OnlineOD_OperatingCabinClass,OnlineOD_BookingClass,is_nonstop,PaxCount,NetRevenue,NetFare,Group/Individual,Age,Gender,Unique Identifier,Channel
11/8/25,PH,PH,16713,Ticketed,Q,Q,Economy,MNLDCA,MNLJFK,MNLJFK,4/28/26,17,PR,PR126,4/28/26 08:15:00,4/29/26 00:15:00,Economy/Q,4/28/26 08:15:00,MNLJKFDCA,16713,PR126-AA2101,Ticketed,Economy/Q,Q,4/28/26 08:15:00,MNLJFK,16713,PR126,Ticketed,Economy/Q,Q,1,1,1233$,1107$,Individual,27,Male,860,Website
6/3/27,PH,PH,17544,Ticketed,E,E,Economy,BCDSIN,BCDSIN,MNLSIN,8/25/27,15,PR,PR507,8/25/27 22:00:00,8/26/27 02:30:00,Economy/E,8/25/27 22:00:00,BCDMNLSIN,17544,2P2842-PR507,Ticketed,Economy/E,E,8/25/27 22:00:00,BCDMNLSIN,17544,2P2842-PR507,Ticketed,Economy/E,E,0,1,503$,475$,Individual,37,Female,861,OTA
12/21/25,PH,PH,17128,Flown,O,O,Economy,CEBYYC,CEBYVR,MNLYVR,5/21/26,3,PR,PR116,5/21/26 18:45:00,5/22/26 09:30:00,Economy/O,5/21/26 18:45:00,CEBMNLYVRYYC,17128,2P2812-PR116-WS124,Flown,Economy/O,O,5/21/26 18:45:00,CEBMNLYVR,17128,2P2812-PR116,Flown,Economy/O,O,0,1,704$,656$,Group,24,Female,862,Mobile App
1/11/26,CA,CA,16987,Exchanged,T,T,Economy,YVRMNL,YVRMNL,YVRMNL,6/14/26,3,PR,PR117,6/14/26 22:00:00,6/15/26 14:30:00,Economy/T,6/14/26 22:00:00,YVRMNL,16987,PR117,Exchanged,Economy/T,T,6/14/26 22:00:00,YVRMNL,16987,PR117,Exchanged,Economy/T,T,1,1,960$,871$,Group,22,Male,863,GDS
6/24/27,PH,PH,17799,Ticketed,N,N,Premium Economy,MNLAUS,MNLSFO,MNLSFO,10/15/27,16,PR,PR104,10/15/27 01:45:00,13:15:00,Premium Economy/N,10/15/27 01:45:00,MNLSFOAUS,17799,PR104-B6652,Ticketed,Premium Economy/N,N,10/15/27 01:45:00,MNLSFO,17799,PR104,Ticketed,Premium Economy/N,N,1,1,1915$,1746$,Group,30,Male,864,OTA
3/10/25,PH,PH,16693,Flown,M,M,Economy,MNLPHX,MNLLAX,MNLLAX,9/6/25,11,PR,PR102,9/6/25 04:15:00,16:00:00,Economy/M,9/6/25 04:15:00,MNLLAXPHX,16693,PR102-AA1504,Flown,Economy/M,M,9/6/25 04:15:00,MNLLAX,16693,PR102,Flown,Economy/M,M,1,1,1143$,1078$,Individual,13,Female,865,OTA
12/28/25,PH,PH,16522,Flown,N,N,Premium Economy,MNLJFK,MNLJFK,MNLJFK,3/17/26,22,PR,PR126,3/17/26 13:00:00,3/18/26 02:15:00,Premium Economy/N,3/17/26 13:00:00,MNLJFK,16522,PR126,Flown,Premium Economy/N,N,3/17/26 13:00:00,MNLJFK,16522,PR126,Flown,Premium Economy/N,N,1,1,2052$,1811$,Individual,39,Female,866,Website
2/26/25,PH,PH,17200,Flown,C,C,Business,DVOSFO,DVOSFO,DVOMNL,7/2/25,4,2P,2P2814,7/2/25 08:45:00,21:30:00,Business/C,7/2/25 08:45:00,DVOMNLSFO,17200,2P2814-PR104,Flown,Business/C,C,7/2/25 08:45:00,DVOMNLSFO,17200,2P2814-PR104,Flown,Business/C,C,0,1,6545$,5948$,Individual,11,Male,867,OTA
2/22/26,AU,AU,17133,Exchanged,U,U,Economy,SYDMNL,SYDMNL,SYDMNL,6/26/26,9,PR,PR212,6/26/26 22:30:00,6/27/26 07:00:00,Economy/U,6/26/26 22:30:00,SYDMNL,17133,PR212,Exchanged,Economy/U,U,6/26/26 22:30:00,SYDMNL,17133,PR212,Exchanged,Economy/U,U,1,1,805$,719$,Individual,55,Male,868,OTA
2/28/27,SG,SG,17730,Ticketed,N,N,Premium Economy,SINMNL,SINMNL,SINMNL,5/25/27,18,PR,PR508,5/25/27 18:45:00,23:15:00,Premium Economy/N,5/25/27 18:45:00,SINMNL,17730,PR508,Ticketed,Premium Economy/N,N,5/25/27 18:45:00,SINMNL,17730,PR508,Ticketed,Premium Economy/N,N,1,1,601$,531$,Individual,28,Female,869,Website
8/17/26,PH,PH,17708,Ticketed,C,C,Business,MNLLAX,MNLLAX,MNLLAX,11/29/26,3,PR,PR102,11/29/26 01:00:00,14:00:00,Business/C,11/29/26 01:00:00,MNLLAX,17708,PR102,Ticketed,Business/C,C,11/29/26 01:00:00,MNLLAX,17708,PR102,Ticketed,Business/C,C,1,1,4975$,4724$,Individual,77,Female,870,Ticket Office
11/28/24,SG,SG,16699,Flown,K,K,Economy,SINMNL,SINMNL,SINMNL,3/22/25,27,PR,PR508,3/22/25 10:45:00,13:00:00,Economy/K,3/22/25 10:45:00,SINMNL,16699,PR508,Flown,Economy/K,K,3/22/25 10:45:00,SINMNL,16699,PR508,Flown,Economy/K,K,1,1,490$,455$,Individual,49,Female,871,OTA
10/19/24,KR,KR,16721,Ticketed,E,E,Economy,ICNMNL,ICNMNL,ICNMNL,1/4/25,27,PR,PR467,1/4/25 18:45:00,23:30:00,Economy/E,1/4/25 18:45:00,ICNMNL,16721,PR467,Ticketed,Economy/E,E,1/4/25 18:45:00,ICNMNL,16721,PR467,Ticketed,Economy/E,E,1,1,319$,297$,Group,65,Female,872,Website
6/29/25,KR,PH,17249,Flown,X,X,Economy,ICNMNL,ICNMNL,ICNMNL,7/8/25,15,PR,PR467,7/8/25 13:30:00,16:00:00,Economy/X,7/8/25 13:30:00,ICNMNL,17249,PR467,Flown,Economy/X,X,7/8/25 13:30:00,ICNMNL,17249,PR467,Flown,Economy/X,X,1,1,536$,456$,Group,41,Male,873,Mobile App
2/3/25,PH,PH,17267,Ticketed,S,S,Economy,MNLGUM,MNLGUM,MNLGUM,7/7/25,9,PR,PR110,7/7/25 05:30:00,09:00:00,Economy/S,7/7/25 05:30:00,MNLGUM,17267,PR110,Ticketed,Economy/S,S,7/7/25 05:30:00,MNLGUM,17267,PR110,Ticketed,Economy/S,S,1,1,384$,365$,Individual,34,Male,874,OTA
11/2/24,PH,PH,17265,Flown,N,N,Premium Economy,MNLSFO,MNLSFO,MNLSFO,3/1/25,9,PR,PR104,3/1/25 05:30:00,17:30:00,Premium Economy/N,3/1/25 05:30:00,MNLSFO,17265,PR104,Flown,Premium Economy/N,N,3/1/25 05:30:00,MNLSFO,17265,PR104,Flown,Premium Economy/N,N,1,1,2240$,2039$,Individual,62,Female,875,GDS
11/25/25,PH,PH,17173,Ticketed,B,B,Economy,MNLSIN,MNLSIN,MNLSIN,1/4/26,3,PR,PR507,1/4/26 10:15:00,12:15:00,Economy/B,1/4/26 10:15:00,MNLSIN,17173,PR507,Ticketed,Economy/B,B,1/4/26 10:15:00,MNLSIN,17173,PR507,Ticketed,Economy/B,B,1,1,199$,188$,Individual,14,Female,876,Call Center
2/15/27,PH,PH,17884,Ticketed,X,X,Economy,MNLSIN,MNLSIN,MNLSIN,8/3/27,21,PR,PR507,8/3/27 22:00:00,8/4/27 01:00:00,Economy/X,8/3/27 22:00:00,MNLSIN,17884,PR507,Ticketed,Economy/X,X,8/3/27 22:00:00,MNLSIN,17884,PR507,Ticketed,Economy/X,X,1,1,421$,363$,Individual,42,Female,877,Website
12/11/26,PH,PH,17803,Unticketed,K,K,Economy,MNLHKG,MNLHKG,MNLHKG,12/18/26,31,PR,PR300,12/18/26 04:15:00,07:45:00,Economy/K,12/18/26 04:15:00,MNLHKG,17803,PR300,Unticketed,Economy/K,K,12/18/26 04:15:00,MNLHKG,17803,PR300,Unticketed,Economy/K,K,1,1,316$,290$,Individual,15,Male,878,OTA
8/22/24,PH,PH,17002,Flown,M,M,Economy,CEBICN,CEBICN,CEBICN,2/6/25,25,PR,PR484,2/6/25 01:15:00,03:45:00,Economy/M,2/6/25 01:15:00,CEBICN,17002,PR484,Flown,Economy/M,M,2/6/25 01:15:00,CEBICN,17002,PR484,Flown,Economy/M,M,1,1,418$,384$,Individual,39,Male,879,Website
7/12/25,US,US,17261,Flown,W,W,Premium Economy,JFKMNL,JFKMNL,JFKMNL,11/8/25,9,PR,PR127,11/8/25 08:00:00,19:15:00,Premium Economy/W,11/8/25 08:00:00,JFKMNL,17261,PR127,Flown,Premium Economy/W,W,11/8/25 08:00:00,JFKMNL,17261,PR127,Flown,Premium Economy/W,W,1,1,2246$,1914$,Individual,15,Female,880,Ticket Office
12/7/24,PH,PH,17270,Flown,T,T,Economy,CEBORD,CEBSFO,CEBMNL,4/15/25,14,2P,2P2812,4/15/25 08:15:00,23:15:00,Economy/T,4/15/25 08:15:00,CEBMNLSFOORD,17270,2P2812-PR104-AA1255,Flown,Economy/T,T,4/15/25 08:15:00,CEBMNLSFO,17270,2P2812-PR104,Flown,Economy/T,T,0,1,769$,728$,Individual,46,Male,881,Website
12/22/25,PH,PH,17183,Flown,X,X,Economy,CEBBOS,CEBLAX,MNLLAX,3/8/26,24,PR,PR102,3/8/26 10:15:00,21:45:00,Economy/X,3/8/26 10:15:00,CEBMNLLAXBOS,17183,2P2812-PR102-B6888,Flown,Economy/X,X,3/8/26 10:15:00,CEBMNLLAX,17183,2P2812-PR102,Flown,Economy/X,X,0,1,960$,916$,Individual,39,Male,882,Mobile App
4/16/26,PH,PH,17063,Flown,S,S,Economy,MNLORD,MNLSFO,MNLSFO,6/3/26,11,PR,PR104,6/3/26 01:30:00,16:45:00,Economy/S,6/3/26 01:30:00,MNLSFOORD,17063,PR104-AA1255,Flown,Economy/S,S,6/3/26 01:30:00,MNLSFO,17063,PR104,Flown,Economy/S,S,1,1,1455$,1388$,Individual,60,Female,883,GDS
2/4/27,PH,PH,17636,Ticketed,T,T,Economy,MNLNRT,MNLNRT,MNLNRT,2/19/27,27,PR,PR428,2/19/27 08:45:00,10:45:00,Economy/T,2/19/27 08:45:00,MNLNRT,17636,PR428,Ticketed,Economy/T,T,2/19/27 08:45:00,MNLNRT,17636,PR428,Ticketed,Economy/T,T,1,1,463$,419$,Individual,64,Female,884,OTA
8/10/25,PH,PH,16549,Flown,K,K,Economy,MNLMEL,MNLMEL,MNLMEL,1/13/26,19,PR,PR209,1/13/26 04:15:00,11:15:00,Economy/K,1/13/26 04:15:00,MNLMEL,16549,PR209,Flown,Economy/K,K,1/13/26 04:15:00,MNLMEL,16549,PR209,Flown,Economy/K,K,1,1,541$,463$,Group,33,Male,885,OTA
3/22/25,PH,PH,16735,Ticketed,W,W,Premium Economy,MNLYVR,MNLYVR,MNLYVR,5/21/25,17,PR,PR116,5/21/25 04:15:00,15:30:00,Premium Economy/W,5/21/25 04:15:00,MNLYVR,16735,PR116,Ticketed,Premium Economy/W,W,5/21/25 04:15:00,MNLYVR,16735,PR116,Ticketed,Premium Economy/W,W,1,1,2438$,2233$,Individual,42,Female,886,OTA
3/11/27,US,US,17476,Ticketed,B,B,Economy,DFWMNL,LAXMNL,LAXMNL,9/4/27,19,PR,PR103,9/4/27 20:30:00,9/5/27 09:30:00,Economy/B,9/4/27 20:30:00,DFWLAXMNL,17476,PR103-AA2340,Ticketed,Economy/B,B,9/4/27 20:30:00,LAXMNL,17476,PR103,Ticketed,Economy/B,B,1,1,797$,682$,Group,24,Female,887,Website
8/30/26,PH,PH,18058,Ticketed,O,O,Economy,MNLYOW,MNLYZJ,MNLYZJ,11/18/26,19,PR,PR118,11/18/26 10:00:00,23:15:00,Economy/O,11/18/26 10:00:00,MNLYZJYOW,18058,PR118-WS362,Ticketed,Economy/O,O,11/18/26 10:00:00,MNLYZJ,18058,PR118,Ticketed,Economy/O,O,1,1,1254$,1180$,Individual,59,Male,888,Website
12/2/25,PH,PH,16773,Flown,Y,Y,Economy,MNLFUK,MNLHND,MNLHND,3/5/26,22,PR,PR422,3/5/26 20:00:00,22:15:00,Economy/Y,3/5/26 20:00:00,MNLHNDFUK,16773,PR422-NH243,Flown,Economy/Y,Y,3/5/26 20:00:00,MNLHND,16773,PR422,Flown,Economy/Y,Y,1,1,383$,361$,Group,40,Male,889,OTA
3/3/27,PH,PH,17976,Unticketed,N,N,Premium Economy,MNLSIN,MNLSIN,MNLSIN,6/4/27,15,PR,PR507,6/4/27 18:15:00,20:45:00,Premium Economy/N,6/4/27 18:15:00,MNLSIN,17976,PR507,Unticketed,Premium Economy/N,N,6/4/27 18:15:00,MNLSIN,17976,PR507,Unticketed,Premium Economy/N,N,1,1,569$,516$,Individual,31,Female,890,Website
9/12/27,KR,PH,17395,Ticketed,W,W,Premium Economy,ICNMNL,ICNMNL,ICNMNL,10/21/27,13,PR,PR467,10/21/27 13:00:00,17:45:00,Premium Economy/W,10/21/27 13:00:00,ICNMNL,17395,PR467,Ticketed,Premium Economy/W,W,10/21/27 13:00:00,ICNMNL,17395,PR467,Ticketed,Premium Economy/W,W,1,1,605$,519$,Individual,31,Male,891,Website
3/23/25,PH,PH,16981,Flown,H,H,Economy,DVOSFO,DVOSFO,MNLSFO,6/28/25,13,PR,PR104,6/28/25 13:00:00,6/29/25 04:30:00,Economy/H,6/28/25 13:00:00,DVOMNLSFO,16981,2P2814-PR104,Flown,Economy/H,H,6/28/25 13:00:00,DVOMNLSFO,16981,2P2814-PR104,Flown,Economy/H,H,0,1,976$,878$,Group,39,Male,892,Website
8/10/26,PH,PH,17314,Ticketed,Q,Q,Economy,MNLPEN,MNLKUL,MNLKUL,1/18/27,7,PR,PR525,1/18/27 20:15:00,1/19/27 01:00:00,Economy/Q,1/18/27 20:15:00,MNLKULPEN,17314,PR525-MH1140,Ticketed,Economy/Q,Q,1/18/27 20:15:00,MNLKUL,17314,PR525,Ticketed,Economy/Q,Q,1,1,451$,419$,Individual,51,Female,893,OTA
11/25/26,PH,PH,17753,Ticketed,L,L,Economy,MNLTPE,MNLTPE,MNLTPE,2/8/27,12,PR,PR890,2/8/27 10:00:00,14:45:00,Economy/L,2/8/27 10:00:00,MNLTPE,17753,PR890,Ticketed,Economy/L,L,2/8/27 10:00:00,MNLTPE,17753,PR890,Ticketed,Economy/L,L,1,1,350$,320$,Individual,17,Male,894,OTA
5/23/25,US,US,16959,Flown,Q,Q,Economy,LAXMNL,LAXMNL,LAXMNL,5/25/25,10,PR,PR103,5/25/25 22:45:00,5/26/25 13:45:00,Economy/Q,5/25/25 22:45:00,LAXMNL,16959,PR103,Flown,Economy/Q,Q,5/25/25 22:45:00,LAXMNL,16959,PR103,Flown,Economy/Q,Q,1,1,990$,865$,Individual,29,Female,895,GDS
6/28/27,PH,PH,17325,Ticketed,S,S,Economy,MNLYOW,MNLYZJ,MNLYZJ,9/7/27,30,PR,PR118,9/7/27 04:45:00,19:30:00,Economy/S,9/7/27 04:45:00,MNLYZJYOW,17325,PR118-WS362,Ticketed,Economy/S,S,9/7/27 04:45:00,MNLYZJ,17325,PR118,Ticketed,Economy/S,S,1,1,1129$,990$,Individual,37,Male,896,Call Center
5/18/26,KR,KR,17107,Flown,T,T,Economy,ICNMNL,ICNMNL,ICNMNL,7/9/26,14,PR,PR467,7/9/26 05:30:00,09:45:00,Economy/T,7/9/26 05:30:00,ICNMNL,17107,PR467,Flown,Economy/T,T,7/9/26 05:30:00,ICNMNL,17107,PR467,Flown,Economy/T,T,1,1,287$,254$,Individual,25,Male,897,OTA
11/4/25,PH,PH,17297,Flown,T,T,Economy,CEBYYC,CEBYVR,CEBMNL,1/27/26,25,2P,2P2812,1/27/26 05:30:00,20:30:00,Economy/T,1/27/26 05:30:00,CEBMNLYVRYYC,17297,2P2812-PR116-WS124,Flown,Economy/T,T,1/27/26 05:30:00,CEBMNLYVR,17297,2P2812-PR116,Flown,Economy/T,T,0,1,1356$,1182$,Group,60,Male,898,OTA
8/22/26,PH,PH,17823,Unticketed,M,M,Economy,BCDSIN,BCDSIN,MNLSIN,10/16/26,18,PR,PR507,10/16/26 01:45:00,04:30:00,Economy/M,10/16/26 01:45:00,BCDMNLSIN,17823,2P2842-PR507,Unticketed,Economy/M,M,10/16/26 01:45:00,BCDMNLSIN,17823,2P2842-PR507,Unticketed,Economy/M,M,0,1,283$,271$,Individual,17,Female,899,OTA
10/7/27,PH,PH,17719,Ticketed,Y,Y,Economy,MNLHND,MNLHND,MNLHND,12/26/27,30,PR,PR422,12/26/27 18:15:00,22:15:00,Economy/Y,12/26/27 18:15:00,MNLHND,17719,PR422,Ticketed,Economy/Y,Y,12/26/27 18:15:00,MNLHND,17719,PR422,Ticketed,Economy/Y,Y,1,1,263$,246$,Individual,29,Female,900,Website
12/24/25,PH,PH,17074,Ticketed,W,W,Premium Economy,MNLAUS,MNLSFO,MNLSFO,3/17/26,13,PR,PR104,3/17/26 22:15:00,3/18/26 13:30:00,Premium Economy/W,3/17/26 22:15:00,MNLSFOAUS,17074,PR104-B6652,Ticketed,Premium Economy/W,W,3/17/26 22:15:00,MNLSFO,17074,PR104,Ticketed,Premium Economy/W,W,1,1,1984$,1820$,Individual,41,Female,901,Mobile App
11/4/25,PH,PH,17246,Exchanged,K,K,Economy,MNLYVR,MNLYVR,MNLYVR,4/12/26,27,PR,PR116,4/12/26 05:30:00,17:45:00,Economy/K,4/12/26 05:30:00,MNLYVR,17246,PR116,Exchanged,Economy/K,K,4/12/26 05:30:00,MNLYVR,17246,PR116,Exchanged,Economy/K,K,1,1,1563$,1375$,Individual,38,Male,902,OTA
9/1/26,PH,PH,17972,Ticketed,Q,Q,Economy,MNLPHX,MNLLAX,MNLLAX,2/7/27,3,PR,PR102,2/7/27 20:45:00,2/8/27 09:45:00,Economy/Q,2/7/27 20:45:00,MNLLAXPHX,17972,PR102-AA1504,Ticketed,Economy/Q,Q,2/7/27 20:45:00,MNLLAX,17972,PR102,Ticketed,Economy/Q,Q,1,1,954$,898$,Individual,42,Female,903,OTA
2/7/27,PH,PH,17871,Ticketed,J,J,Business,MNLTPE,MNLTPE,MNLTPE,7/28/27,3,PR,PR890,7/28/27 15:45:00,19:45:00,Business/J,7/28/27 15:45:00,MNLTPE,17871,PR890,Ticketed,Business/J,J,7/28/27 15:45:00,MNLTPE,17871,PR890,Ticketed,Business/J,J,1,1,1265$,1095$,Group,47,Male,904,Mobile App
3/19/27,PH,PH,17688,Ticketed,K,K,Economy,MNLICN,MNLICN,MNLICN,4/12/27,13,PR,PR468,4/12/27 04:45:00,08:00:00,Economy/K,4/12/27 04:45:00,MNLICN,17688,PR468,Ticketed,Economy/K,K,4/12/27 04:45:00,MNLICN,17688,PR468,Ticketed,Economy/K,K,1,1,256$,231$,Group,45,Female,905,Website
11/12/24,PH,PH,16896,Flown,O,O,Economy,MNLDXB,MNLDXB,MNLDXB,1/5/25,5,PR,PR658,1/5/25 05:15:00,13:15:00,Economy/O,1/5/25 05:15:00,MNLDXB,16896,PR658,Flown,Economy/O,O,1/5/25 05:15:00,MNLDXB,16896,PR658,Flown,Economy/O,O,1,1,840$,764$,Individual,31,Female,906,Mobile App
5/19/27,PH,PH,17437,Ticketed,B,B,Economy,MNLYVR,MNLYVR,MNLYVR,9/2/27,15,PR,PR116,9/2/27 08:00:00,22:45:00,Economy/B,9/2/27 08:00:00,MNLYVR,17437,PR116,Ticketed,Economy/B,B,9/2/27 08:00:00,MNLYVR,17437,PR116,Ticketed,Economy/B,B,1,1,1265$,1088$,Group,47,Male,907,OTA
10/22/25,PH,PH,16580,Flown,W,W,Premium Economy,MNLSIN,MNLSIN,MNLSIN,3/1/26,27,PR,PR507,3/1/26 10:00:00,13:30:00,Premium Economy/W,3/1/26 10:00:00,MNLSIN,16580,PR507,Flown,Premium Economy/W,W,3/1/26 10:00:00,MNLSIN,16580,PR507,Flown,Premium Economy/W,W,1,1,784$,700$,Group,53,Male,908,OTA
11/12/26,PH,PH,17622,Ticketed,M,M,Economy,MNLCTS,MNLHND,MNLHND,5/7/27,4,PR,PR422,5/7/27 15:00:00,18:15:00,Economy/M,5/7/27 15:00:00,MNLHNDCTS,17622,PR422-NH51,Ticketed,Economy/M,M,5/7/27 15:00:00,MNLHND,17622,PR422,Ticketed,Economy/M,M,1,1,309$,294$,Group,46,Male,909,GDS
12/13/26,PH,PH,17502,Ticketed,B,B,Economy,MNLBOS,MNLLAX,MNLLAX,2/12/27,5,PR,PR102,2/12/27 22:45:00,2/13/27 15:15:00,Economy/B,2/12/27 22:45:00,MNLLAXBOS,17502,PR102-B6888,Ticketed,Economy/B,B,2/12/27 22:45:00,MNLLAX,17502,PR102,Ticketed,Economy/B,B,1,1,1012$,934$,Group,26,Male,910,OTA
8/26/26,PH,PH,17624,Ticketed,K,K,Economy,CEBYYC,CEBYVR,MNLYVR,10/4/26,15,PR,PR116,10/4/26 05:30:00,18:15:00,Economy/K,10/4/26 05:30:00,CEBMNLYVRYYC,17624,2P2812-PR116-WS124,Ticketed,Economy/K,K,10/4/26 05:30:00,CEBMNLYVR,17624,2P2812-PR116,Ticketed,Economy/K,K,0,1,1314$,1139$,Individual,19,Female,911,Website
10/24/26,PH,PH,17644,Ticketed,J,J,Business,BCDSIN,BCDSIN,BCDMNL,2/2/27,11,2P,2P2842,2/2/27 13:15:00,17:15:00,Business/J,2/2/27 13:15:00,BCDMNLSIN,17644,2P2842-PR507,Ticketed,Business/J,J,2/2/27 13:15:00,BCDMNLSIN,17644,2P2842-PR507,Ticketed,Business/J,J,0,1,1824$,1731$,Group,37,Female,912,Ticket Office
9/20/24,PH,PH,17083,Flown,Q,Q,Economy,MNLPHX,MNLLAX,MNLLAX,2/12/25,5,PR,PR102,2/12/25 05:30:00,20:45:00,Economy/Q,2/12/25 05:30:00,MNLLAXPHX,17083,PR102-AA1504,Flown,Economy/Q,Q,2/12/25 05:30:00,MNLLAX,17083,PR102,Flown,Economy/Q,Q,1,1,795$,701$,Individual,38,Female,913,GDS
10/4/26,PH,PH,17765,Ticketed,M,M,Economy,MNLPHX,MNLLAX,MNLLAX,2/7/27,24,PR,PR102,2/7/27 18:30:00,2/8/27 06:45:00,Economy/M,2/7/27 18:30:00,MNLLAXPHX,17765,PR102-AA1504,Ticketed,Economy/M,M,2/7/27 18:30:00,MNLLAX,17765,PR102,Ticketed,Economy/M,M,1,1,897$,815$,Group,13,Male,914,Mobile App
10/10/27,PH,PH,17478,Ticketed,L,L,Economy,MNLDXB,MNLDXB,MNLDXB,11/30/27,8,PR,PR658,11/30/27 04:45:00,12:00:00,Economy/L,11/30/27 04:45:00,MNLDXB,17478,PR658,Ticketed,Economy/L,L,11/30/27 04:45:00,MNLDXB,17478,PR658,Ticketed,Economy/L,L,1,1,678$,599$,Group,51,Male,915,Website
12/26/24,PH,PH,16990,Ticketed,M,M,Economy,MNLICN,MNLICN,MNLICN,5/14/25,12,PR,PR468,5/14/25 01:45:00,06:30:00,Economy/M,5/14/25 01:45:00,MNLICN,16990,PR468,Ticketed,Economy/M,M,5/14/25 01:45:00,MNLICN,16990,PR468,Ticketed,Economy/M,M,1,1,229$,202$,Individual,55,Female,916,Mobile App
1/24/26,PH,PH,16609,Flown,U,U,Economy,MNLFUK,MNLHND,MNLHND,5/18/26,3,PR,PR422,5/18/26 04:00:00,07:15:00,Economy/U,5/18/26 04:00:00,MNLHNDFUK,16609,PR422-NH243,Flown,Economy/U,U,5/18/26 04:00:00,MNLHND,16609,PR422,Flown,Economy/U,U,1,1,263$,244$,Group,39,Female,917,OTA
8/7/26,US,PH,17997,Ticketed,W,W,Premium Economy,SFOMNL,SFOMNL,SFOMNL,8/16/26,25,PR,PR105,8/16/26 05:45:00,17:30:00,Premium Economy/W,8/16/26 05:45:00,SFOMNL,17997,PR105,Ticketed,Premium Economy/W,W,8/16/26 05:45:00,SFOMNL,17997,PR105,Ticketed,Premium Economy/W,W,1,1,2526$,2375$,Individual,16,Female,918,Website
8/18/26,PH,PH,17723,Ticketed,U,U,Economy,MNLSUB,MNLCGK,MNLCGK,10/12/26,17,PR,PR535,10/12/26 05:45:00,10:30:00,Economy/U,10/12/26 05:45:00,MNLCGKSUB,17723,PR535-GA314,Ticketed,Economy/U,U,10/12/26 05:45:00,MNLCGK,17723,PR535,Ticketed,Economy/U,U,1,1,366$,350$,Individual,76,Male,919,Website
9/12/24,PH,PH,16500,Flown,V,V,Economy,MNLLAS,MNLLAX,MNLLAX,2/25/25,26,PR,PR102,2/25/25 04:00:00,18:30:00,Economy/V,2/25/25 04:00:00,MNLLAXLAS,16500,PR102-AA412,Flown,Economy/V,V,2/25/25 04:00:00,MNLLAX,16500,PR102,Flown,Economy/V,V,1,1,817$,761$,Group,41,Male,920,Website
3/6/26,PH,PH,17240,Flown,D,D,Business,MNLSIN,MNLSIN,MNLSIN,7/7/26,11,PR,PR507,7/7/26 22:15:00,7/8/26 02:30:00,Business/D,7/7/26 22:15:00,MNLSIN,17240,PR507,Flown,Business/D,D,7/7/26 22:15:00,MNLSIN,17240,PR507,Flown,Business/D,D,1,1,1657$,1422$,Group,36,Female,921,Mobile App
7/28/27,PH,PH,17673,Ticketed,M,M,Economy,MNLICN,MNLICN,MNLICN,10/27/27,4,PR,PR468,10/27/27 13:45:00,18:15:00,Economy/M,10/27/27 13:45:00,MNLICN,17673,PR468,Ticketed,Economy/M,M,10/27/27 13:45:00,MNLICN,17673,PR468,Ticketed,Economy/M,M,1,1,298$,270$,Group,12,Male,922,Website
5/13/26,PH,PH,17981,Ticketed,L,L,Economy,MNLDFW,MNLLAX,MNLLAX,10/3/26,19,PR,PR102,10/3/26 04:15:00,19:15:00,Economy/L,10/3/26 04:15:00,MNLLAXDFW,17981,PR102-AA2341,Ticketed,Economy/L,L,10/3/26 04:15:00,MNLLAX,17981,PR102,Ticketed,Economy/L,L,1,1,1270$,1129$,Individual,54,Male,923,GDS
7/20/26,PH,PH,17755,Ticketed,B,B,Economy,MNLPEN,MNLKUL,MNLKUL,7/29/26,31,PR,PR525,7/29/26 22:45:00,7/30/26 01:15:00,Economy/B,7/29/26 22:45:00,MNLKULPEN,17755,PR525-MH1140,Ticketed,Economy/B,B,7/29/26 22:45:00,MNLKUL,17755,PR525,Ticketed,Economy/B,B,1,1,277$,251$,Group,43,Female,924,OTA
5/3/26,US,US,17616,Ticketed,S,S,Economy,JFKMNL,JFKMNL,JFKMNL,10/11/26,18,PR,PR127,10/11/26 22:00:00,10/12/26 09:00:00,Economy/S,10/11/26 22:00:00,JFKMNL,17616,PR127,Ticketed,Economy/S,S,10/11/26 22:00:00,JFKMNL,17616,PR127,Ticketed,Economy/S,S,1,1,1154$,996$,Individual,32,Male,925,Website
5/27/27,PH,PH,18087,Ticketed,B,B,Economy,MNLLAS,MNLLAX,MNLLAX,9/22/27,12,PR,PR102,9/22/27 18:45:00,9/23/27 09:30:00,Economy/B,9/22/27 18:45:00,MNLLAXLAS,18087,PR102-AA412,Ticketed,Economy/B,B,9/22/27 18:45:00,MNLLAX,18087,PR102,Ticketed,Economy/B,B,1,1,1080$,995$,Individual,37,Male,926,Website
